No.,Sec.,ALL-L,ALL-R,25-L,25-R,31.5-L,31.5-R,40-L,40-R,50-L,50-R,63-L,63-R,80-L,80-R,100-L,100-R,125-L,125-R,160-L,160-R,200-L,200-R,250-L,250-R,315-L,315-R,400-L,400-R,500-L,500-R,630-L,630-R,800-L,800-R,1k-L,1k-R,1.25k-L,1.25k-R,1.6k-L,1.6k-R,2k-L,2k-R,2.5k-L,2.5k-R,3.15k-L,3.15k-R,4k-L,4k-R,5k-L,5k-R,6.3k-L,6.3k-R,8k-L,8k-R,10k-L,10k-R,12.5k-L,12.5k-R,16k-L,16k-R,20k-L,20k-R,25k-L,25k-R
11,1895,69.01,68.15,3.29,5.72,14.12,15.84,20.53,21.85,26.94,27.85,22.78,23.29,15.98,16.80,34.14,33.68,50.33,51.22,35.98,36.00,46.32,45.18,66.58,64.51,52.11,50.86,60.98,60.42,53.01,54.54,50.54,52.19,59.72,60.66,55.68,56.21,47.26,49.23,42.27,44.96,38.82,42.60,37.60,43.24,42.42,44.88,39.26,40.58,34.38,33.91,34.67,33.09,34.51,33.18,34.24,32.95,33.65,32.53,32.57,31.39,31.52,30.19,29.74,28.65
12,1896,57.90,58.07,-0.90,1.17,14.08,14.40,20.56,20.83,27.04,27.26,22.84,22.93,13.29,12.62,27.15,24.13,34.36,35.26,32.11,31.89,39.55,38.55,51.68,49.70,47.11,45.84,49.41,48.66,43.72,44.64,46.70,48.25,51.04,52.26,46.45,47.15,45.25,47.40,34.37,36.28,31.97,32.68,35.56,40.26,39.55,41.43,35.82,35.57,34.52,33.34,34.18,33.02,34.54,33.24,34.30,33.11,33.67,32.22,32.71,31.43,31.55,30.17,29.45,28.89
13,1897,65.45,65.91,0.43,1.65,14.11,15.57,20.64,21.80,27.17,28.03,22.63,23.24,20.55,22.77,34.59,37.04,38.74,39.78,46.34,46.10,52.24,51.23,49.43,47.59,58.66,57.21,57.83,58.16,50.47,50.70,53.49,56.20,58.78,59.67,57.34,58.11,52.78,54.67,37.19,39.39,33.73,36.06,35.91,40.90,39.85,41.86,38.89,40.02,35.22,33.87,34.79,33.29,34.56,33.15,34.27,32.98,33.91,32.44,32.79,31.28,31.54,30.06,29.67,28.28
14,1898,69.35,69.55,1.59,3.70,14.19,15.43,20.51,21.46,26.84,27.48,22.41,22.89,20.42,23.00,34.01,36.87,44.04,44.52,45.92,45.66,53.19,52.37,62.03,60.36,62.54,61.08,60.79,61.58,61.11,62.09,60.48,60.65,58.32,59.53,52.25,52.93,48.20,50.69,54.56,57.32,41.56,46.23,48.12,54.18,49.63,52.41,41.60,42.89,35.42,34.96,34.70,33.40,34.42,32.96,34.39,32.98,33.64,32.44,32.73,31.07,31.59,30.07,29.54,28.68
15,1899,68.39,68.04,-0.05,1.30,12.19,13.95,18.53,20.03,24.87,26.10,20.63,21.24,13.25,14.46,31.71,32.02,48.94,49.70,37.21,37.35,45.79,44.43,66.02,64.06,57.79,56.60,59.07,58.37,50.11,51.86,45.06,45.62,45.18,46.45,42.54,43.21,37.71,39.96,39.93,42.27,48.70,53.58,46.59,53.25,59.83,62.45,42.10,43.80,37.53,38.13,34.41,33.23,34.62,33.38,34.35,33.01,33.79,32.33,32.76,31.23,31.62,29.97,29.49,28.47
16,1900,71.51,72.29,2.96,4.97,10.13,11.82,16.48,17.76,22.83,23.71,19.00,19.29,16.97,18.74,35.53,36.81,45.23,46.41,36.88,36.52,52.88,51.66,64.07,62.26,52.59,51.29,52.90,52.57,55.24,56.56,59.69,61.11,67.87,69.01,63.53,64.26,58.93,60.93,52.14,54.97,46.16,50.27,45.67,52.18,51.64,54.42,47.32,49.52,37.55,37.54,34.54,33.36,34.41,33.14,34.25,33.09,33.88,32.47,32.61,31.47,31.37,30.21,29.75,28.31
17,1901,69.20,69.43,0.83,3.27,11.84,14.10,18.00,19.78,24.16,25.46,19.95,20.75,18.82,21.35,32.77,32.98,45.85,46.74,43.87,43.62,50.63,49.71,63.21,61.23,58.24,56.99,61.00,60.23,56.32,56.99,58.05,59.78,62.36,63.61,57.72,58.44,56.91,59.07,44.15,46.95,37.55,41.62,44.71,51.29,49.98,52.50,42.23,43.87,35.67,35.02,34.18,33.06,34.74,33.23,34.30,33.14,33.79,32.47,32.74,31.36,31.42,30.12,29.60,28.54
18,1902,53.19,53.26,-0.54,0.94,11.68,13.21,18.39,19.44,25.10,25.68,21.00,21.54,11.36,12.00,26.29,22.33,29.03,29.89,27.31,27.15,33.77,33.25,46.17,44.21,41.28,40.17,43.98,43.21,39.36,40.01,41.10,42.79,45.37,46.60,40.92,41.51,40.18,42.15,31.96,32.26,30.99,30.94,33.11,35.88,35.84,36.97,42.02,42.13,37.05,36.72,34.73,33.16,34.40,33.19,34.28,32.80,33.90,32.43,32.71,31.46,31.53,30.28,29.62,29.29
19,1903,59.93,60.35,0.89,3.74,13.03,14.80,19.72,21.19,26.42,27.58,22.17,22.98,16.84,17.90,30.43,31.53,34.06,34.83,41.36,41.01,47.22,46.24,43.93,42.14,53.06,51.57,52.04,52.45,45.12,45.17,47.91,50.61,53.06,53.95,51.75,52.51,47.22,49.07,33.26,34.60,31.57,32.54,32.82,36.25,35.89,37.27,36.07,36.18,34.37,33.55,34.26,33.04,34.49,33.39,34.44,32.97,33.73,32.28,32.76,31.25,31.51,30.19,29.45,28.87
20,1904,64.73,65.20,-0.76,1.09,13.69,14.53,20.37,21.08,27.04,27.62,23.17,23.50,20.36,22.15,30.20,31.22,38.89,39.30,43.06,42.69,47.83,46.97,56.48,54.79,57.01,55.55,55.44,56.17,55.33,56.48,57.03,57.46,55.95,57.40,50.52,51.25,47.47,50.11,50.11,52.97,37.10,41.35,43.52,49.69,44.31,47.04,38.67,39.86,35.09,33.98,34.53,33.14,34.51,33.31,34.30,32.85,33.79,32.53,32.68,31.47,31.39,30.11,29.41,28.79
21,1905,64.78,64.54,1.84,3.56,13.31,14.98,20.10,21.42,26.89,27.87,22.64,23.28,18.08,19.78,30.60,30.09,44.76,45.44,46.83,46.61,50.39,49.43,61.47,59.55,54.99,53.74,57.03,56.40,47.83,49.70,41.43,41.69,40.90,42.14,38.58,39.36,34.48,36.00,36.41,38.38,45.37,50.19,43.77,50.13,55.90,58.51,40.02,41.73,36.19,35.70,34.63,33.04,34.69,33.04,34.46,32.92,33.84,32.25,32.88,31.34,31.27,30.37,29.54,28.69
22,1906,66.50,67.33,2.92,4.51,11.89,12.87,18.22,18.95,24.56,25.03,20.51,20.75,13.68,16.36,32.79,33.43,40.06,41.25,37.79,37.22,50.99,49.89,58.36,56.53,48.00,46.73,48.40,48.33,51.51,52.64,56.13,57.30,62.65,63.81,58.03,58.78,53.58,55.59,48.63,51.39,43.01,46.87,42.91,49.38,47.37,50.06,44.33,46.40,35.67,35.33,34.49,33.18,34.23,33.34,34.39,32.90,33.80,32.37,32.77,31.35,31.37,30.19,29.41,28.87
23,1907,64.33,64.54,2.80,4.51,10.07,12.58,16.25,18.06,22.42,23.53,18.40,19.04,15.21,16.93,29.50,28.54,40.92,41.84,38.35,38.09,46.04,44.98,58.30,56.31,53.44,52.13,56.12,55.37,50.43,51.34,53.22,54.85,57.61,58.85,52.92,53.59,51.83,53.95,40.02,42.25,34.70,37.34,40.38,46.42,45.32,47.67,38.67,40.00,34.71,34.00,34.32,33.26,34.55,33.19,34.22,32.78,33.78,32.31,32.82,31.36,31.38,30.22,29.69,28.95
24,1908,67.90,69.19,2.92,5.02,12.27,14.23,18.62,20.23,24.96,26.23,20.82,21.90,12.01,12.50,25.77,22.37,39.13,39.88,28.58,28.81,29.42,29.60,51.50,49.35,38.06,36.73,48.34,47.90,53.53,53.76,59.02,62.01,64.41,65.39,61.60,62.31,57.66,59.63,41.17,43.82,33.51,36.07,38.86,44.40,43.89,46.37,43.04,44.53,36.51,36.34,34.49,33.21,34.59,33.16,34.20,33.10,33.77,32.23,32.59,31.32,31.40,30.22,29.62,28.57
25,1909,69.22,68.87,1.44,3.50,13.51,14.35,20.19,20.90,26.87,27.46,22.64,23.21,13.83,14.65,28.42,26.99,44.98,45.20,44.46,44.56,42.84,41.88,62.11,60.49,64.91,63.49,63.70,64.69,47.20,46.89,58.39,57.83,55.20,56.44,47.62,48.45,42.38,44.26,32.55,33.40,31.60,31.54,33.87,37.50,46.61,49.34,35.47,35.58,34.78,33.51,34.34,33.24,34.60,33.11,34.36,33.05,33.44,32.34,32.81,31.42,31.57,30.19,29.56,28.82
26,1910,66.97,66.95,3.10,5.42,13.81,15.16,20.51,21.62,27.20,28.08,22.82,23.49,17.49,18.91,35.14,35.57,41.96,43.09,39.51,39.22,50.99,49.64,59.51,57.93,63.51,62.32,57.93,57.20,50.65,51.76,51.02,51.74,50.91,52.34,46.26,47.09,42.66,45.04,45.11,47.81,47.43,52.08,46.91,53.31,57.14,59.92,42.84,44.70,40.11,40.93,34.49,32.95,34.69,33.20,34.23,32.83,33.78,32.37,32.74,31.57,31.46,30.08,29.60,28.80
27,1911,69.05,70.07,-0.33,2.22,13.09,14.24,19.85,20.69,26.61,27.13,22.17,22.55,17.78,19.06,35.12,34.76,39.58,40.34,42.54,42.25,52.50,51.64,55.79,53.87,52.81,51.43,53.87,53.80,57.75,58.75,58.49,59.41,61.44,63.18,65.33,66.30,59.15,60.58,41.13,43.17,41.68,45.99,42.16,48.77,50.70,53.32,38.12,39.57,36.28,36.40,34.48,33.05,34.55,33.35,34.29,33.06,33.75,32.52,32.73,31.36,31.47,30.06,29.33,28.78
28,1912,68.47,67.91,0.86,2.67,11.02,12.04,17.63,18.52,24.25,25.00,20.22,20.74,17.17,19.30,34.73,36.37,50.14,51.10,36.69,36.28,46.78,45.71,65.06,63.05,54.66,53.42,61.51,60.94,52.47,53.96,51.70,53.31,60.35,61.34,54.73,55.40,48.65,50.61,44.16,46.87,39.03,43.00,38.70,44.52,43.42,45.95,40.46,42.03,34.77,34.13,34.83,33.17,34.69,32.85,34.44,33.17,33.58,32.53,32.82,31.19,31.51,30.07,29.62,28.38
29,1913,58.80,58.97,2.89,4.59,12.57,15.34,18.39,20.87,24.20,26.40,19.50,20.84,13.04,13.59,27.76,24.79,35.26,36.19,33.54,33.28,40.34,39.34,52.56,50.58,48.45,47.21,50.06,49.32,45.24,45.93,47.58,49.13,51.89,53.11,47.53,48.21,46.40,48.49,34.91,36.85,32.17,33.48,35.96,41.05,40.15,42.20,36.00,36.08,34.43,33.03,34.43,33.07,34.69,33.14,34.30,32.99,33.58,32.49,32.65,31.25,31.62,29.96,29.47,28.71
30,1914,66.94,67.46,0.97,3.15,11.45,12.52,17.86,18.95,24.27,25.37,20.14,21.19,14.80,17.41,36.78,37.87,40.04,40.94,33.98,33.70,53.60,52.59,49.20,47.32,60.18,58.68,59.07,59.58,52.40,52.52,55.28,57.99,60.46,61.32,59.11,59.87,54.50,56.38,37.86,40.31,34.20,37.61,36.88,42.21,41.04,43.43,39.80,41.35,35.10,34.48,34.55,33.05,34.19,33.21,34.21,33.07,33.74,32.55,33.00,31.25,31.52,30.02,29.60,28.71
