No.,Sec.,ALL-L,ALL-R,25-L,25-R,31.5-L,31.5-R,40-L,40-R,50-L,50-R,63-L,63-R,80-L,80-R,100-L,100-R,125-L,125-R,160-L,160-R,200-L,200-R,250-L,250-R,315-L,315-R,400-L,400-R,500-L,500-R,630-L,630-R,800-L,800-R,1k-L,1k-R,1.25k-L,1.25k-R,1.6k-L,1.6k-R,2k-L,2k-R,2.5k-L,2.5k-R,3.15k-L,3.15k-R,4k-L,4k-R,5k-L,5k-R,6.3k-L,6.3k-R,8k-L,8k-R,10k-L,10k-R,12.5k-L,12.5k-R,16k-L,16k-R,20k-L,20k-R,25k-L,25k-R
11,1603,77.33,76.82,1.28,3.54,13.42,14.50,20.20,21.09,26.99,27.68,24.34,24.67,20.95,22.68,40.46,41.50,58.56,59.19,47.12,47.22,55.17,53.66,75.29,73.30,67.55,66.33,65.46,64.63,59.04,60.75,54.70,55.38,54.90,56.27,51.47,52.36,46.60,49.01,49.10,51.78,56.38,61.25,54.26,60.97,68.52,71.16,49.95,51.95,44.45,45.55,35.33,33.52,34.58,33.23,34.25,33.06,33.57,32.35,32.71,31.27,31.48,30.14,29.48,28.37
12,1604,80.74,81.55,-0.84,0.64,12.57,13.95,18.60,19.80,24.63,25.66,20.63,21.50,22.76,24.68,44.50,45.94,54.52,55.59,45.98,45.61,62.39,61.14,73.29,71.46,61.86,60.55,62.05,61.76,64.41,65.84,69.08,70.45,77.13,78.31,72.63,73.42,68.05,70.12,61.39,64.30,55.88,60.12,54.76,61.49,60.93,63.76,56.56,58.93,43.53,44.90,35.14,33.24,34.61,33.32,34.22,32.95,33.78,32.30,32.64,31.35,31.61,30.11,29.67,28.35
13,1605,79.10,79.33,1.72,3.88,11.15,12.05,17.44,18.23,23.73,24.40,20.88,21.88,27.93,29.91,41.93,42.92,55.74,56.55,53.93,53.53,60.57,59.51,73.15,71.13,68.45,67.21,70.81,70.04,66.27,66.95,67.97,69.68,72.17,73.45,67.66,68.41,66.83,69.06,53.87,56.69,46.79,51.32,54.58,61.17,59.83,62.38,51.46,53.49,40.99,41.37,34.62,33.11,34.70,33.37,34.70,33.04,33.72,32.47,32.95,31.44,31.54,30.13,29.61,28.13
14,1606,61.73,61.96,0.62,2.43,11.52,13.09,18.19,19.53,24.87,25.96,20.78,21.57,14.69,14.52,28.67,27.01,38.05,38.84,36.21,35.83,42.84,41.82,55.36,53.34,50.66,49.43,53.02,52.26,48.49,49.18,50.21,51.92,54.48,55.76,49.94,50.69,49.10,51.31,37.13,39.37,33.15,35.04,37.88,43.62,42.63,44.87,49.65,49.98,42.08,42.81,34.59,33.10,34.52,32.88,34.33,32.67,33.66,32.28,32.65,31.41,31.35,30.29,29.70,28.92
15,1607,69.91,70.38,1.60,3.75,14.62,15.38,21.02,21.72,27.42,28.06,23.26,23.95,24.74,26.49,39.67,40.73,44.21,44.83,51.29,50.95,57.37,56.29,53.95,52.11,63.25,61.78,62.08,62.54,55.15,55.21,58.03,60.72,63.17,64.09,61.75,62.59,57.15,59.15,40.92,43.61,35.74,39.68,39.20,44.99,43.36,46.03,42.05,43.59,36.01,35.38,34.58,33.07,34.54,33.21,34.35,32.80,33.80,32.23,32.75,31.47,31.59,30.33,29.58,28.74
16,1608,74.77,75.29,-1.02,1.19,14.33,15.43,21.09,22.01,27.84,28.60,24.06,24.89,28.97,30.79,39.88,40.29,48.95,49.31,53.27,52.83,57.90,56.94,66.62,64.93,67.10,65.63,65.35,66.12,65.54,66.63,66.91,67.50,66.23,67.71,60.56,61.33,57.59,60.26,60.16,63.00,46.48,51.10,53.39,59.85,54.12,56.94,47.09,48.97,37.20,36.77,34.47,33.10,34.39,33.36,34.43,33.08,33.72,32.32,32.84,31.25,31.45,30.08,29.56,28.66
17,1609,74.12,73.85,2.45,4.57,12.67,14.54,19.03,20.42,25.39,26.30,21.84,22.50,25.92,28.33,38.49,39.86,54.15,54.77,56.12,55.77,59.64,58.58,70.85,68.89,64.21,62.96,66.56,65.94,56.90,58.80,50.54,50.99,50.23,51.58,47.67,48.62,42.63,44.96,44.72,47.34,54.60,59.41,52.71,59.40,65.25,67.85,48.16,50.52,41.19,42.03,34.64,33.35,34.83,33.16,34.10,32.93,33.77,32.13,32.62,31.53,31.38,30.04,29.77,28.52
18,1610,76.60,77.48,-3.03,0.03,11.94,12.97,18.38,19.28,24.82,25.59,20.62,21.17,22.01,23.64,42.00,43.04,50.17,51.23,43.54,43.01,60.71,59.52,68.45,66.61,58.08,56.75,58.30,58.19,61.41,62.69,66.24,67.47,72.90,74.09,68.00,68.81,63.64,65.69,58.75,61.56,53.11,57.21,52.64,59.37,57.36,60.14,54.21,56.35,40.93,41.78,34.85,33.31,34.71,33.31,34.28,32.98,33.69,32.40,32.71,31.42,31.41,30.19,29.49,28.72
19,1611,73.67,73.90,-0.23,1.49,12.57,14.40,19.03,20.58,25.49,26.76,21.28,22.39,23.60,25.69,36.61,37.68,50.30,51.10,48.10,47.71,55.51,54.39,67.66,65.64,63.26,61.94,65.26,64.53,59.70,60.62,62.65,64.22,66.96,68.24,62.40,63.10,61.18,63.39,48.57,51.42,41.62,46.05,49.19,55.68,54.31,56.87,46.44,48.53,36.96,37.13,34.37,33.03,34.55,33.41,34.23,32.85,33.73,32.23,32.70,31.43,31.31,30.25,29.48,28.89
20,1612,76.53,77.90,1.95,3.63,13.00,14.24,19.50,20.57,26.01,26.90,21.70,22.64,13.84,13.47,29.17,26.85,46.90,47.66,35.77,35.65,39.63,38.50,61.11,59.09,48.08,46.78,58.35,57.94,61.07,62.24,67.54,70.67,73.55,74.67,69.40,69.94,65.60,67.60,49.29,52.31,39.92,44.02,46.96,53.69,53.37,56.04,51.67,53.41,43.08,43.83,35.11,33.54,34.32,33.24,34.24,32.83,33.78,32.42,32.82,31.19,31.54,29.82,29.71,28.67
21,1613,77.91,77.67,-1.43,0.23,15.02,16.32,21.44,22.48,27.85,28.64,23.51,24.10,20.60,22.87,34.54,36.05,53.90,54.07,53.59,53.58,52.74,51.66,70.95,69.27,72.89,71.41,72.92,73.90,57.01,56.96,67.11,66.81,64.54,65.80,56.89,57.69,51.83,53.82,38.38,40.82,34.55,37.74,39.97,46.36,55.23,57.88,40.49,41.55,36.23,35.61,35.02,33.17,34.63,33.39,34.27,33.14,33.85,32.49,32.80,31.40,31.60,30.24,29.68,28.74
22,1614,69.61,70.04,-0.98,0.46,13.93,14.91,20.31,21.09,26.68,27.27,22.77,23.31,25.32,27.04,34.85,35.69,44.54,44.91,49.16,48.89,53.81,52.84,61.57,59.91,62.37,61.00,60.61,61.22,60.19,61.24,61.16,61.75,60.60,62.05,54.85,55.63,51.92,54.52,54.60,57.43,42.87,47.18,48.26,54.66,51.01,53.74,42.26,44.14,35.24,34.97,34.47,33.02,34.79,33.15,34.58,32.78,33.69,32.38,32.76,31.27,31.38,30.23,29.74,28.63
23,1615,76.73,77.54,1.88,4.68,10.82,12.60,17.16,18.57,23.50,24.53,19.96,20.69,28.35,30.08,42.61,43.50,49.19,49.85,52.30,51.98,61.14,60.22,65.37,63.39,62.16,60.79,62.66,62.60,67.33,68.08,66.51,67.31,67.95,69.31,72.85,73.85,64.08,65.54,47.26,49.69,50.24,54.96,51.04,57.70,59.96,62.56,45.01,47.14,39.63,41.06,34.54,33.28,34.52,33.12,34.42,33.12,33.84,32.42,32.70,31.38,31.52,30.05,29.76,28.14
24,1616,77.57,77.05,2.57,4.43,10.45,11.06,16.75,17.56,23.06,24.06,19.81,20.84,25.12,27.04,43.33,44.51,59.33,60.18,46.46,46.09,56.56,55.36,73.95,71.91,63.55,62.35,70.98,70.36,61.81,63.29,61.00,62.58,69.48,70.48,64.16,64.88,58.09,60.17,53.52,56.29,47.48,51.68,47.51,54.12,52.47,55.27,48.82,50.87,37.87,38.11,34.31,33.26,34.84,33.28,34.54,33.06,33.78,32.37,32.49,31.39,31.38,30.11,29.54,28.36
25,1617,68.86,69.10,0.06,2.40,12.82,14.70,19.43,21.01,26.03,27.32,21.78,22.88,18.84,20.03,32.35,32.76,45.55,46.37,43.32,43.03,50.37,49.32,62.91,60.89,57.74,56.48,60.76,59.97,55.86,56.62,57.70,59.45,62.01,63.30,57.27,58.04,56.52,58.73,44.02,46.74,37.38,41.25,44.57,50.94,49.68,52.20,41.80,43.54,35.64,34.90,34.31,32.99,34.52,32.89,34.25,33.07,33.56,32.28,32.84,31.18,31.51,30.18,29.46,29.04
26,1618,76.14,76.72,2.92,5.74,14.64,17.49,21.17,23.38,27.69,29.27,23.04,24.05,22.71,24.04,45.57,46.63,49.37,50.20,41.97,41.69,62.83,61.74,58.45,56.52,69.47,67.99,67.93,68.60,61.75,61.81,64.65,67.34,69.77,70.68,68.38,69.20,63.71,65.69,46.54,49.24,40.86,45.54,44.80,51.24,49.66,52.38,47.99,49.92,39.13,39.40,34.61,33.18,34.79,33.22,34.43,32.86,33.81,32.28,32.88,31.18,31.49,30.21,29.77,28.36
27,1619,77.76,77.02,1.18,3.71,12.82,13.70,19.28,20.12,25.74,26.53,21.39,21.99,17.36,19.76,38.74,40.73,54.81,55.13,52.32,52.35,56.01,54.88,73.00,71.31,73.22,71.73,69.75,70.75,54.48,54.34,66.01,65.00,65.48,66.66,56.63,57.48,47.59,49.59,38.25,40.79,36.57,40.69,38.63,44.50,52.19,54.84,38.21,39.00,35.29,34.71,34.45,33.14,34.75,33.05,34.30,33.07,33.77,32.33,32.70,31.36,31.40,30.26,29.51,28.34
28,1620,78.21,77.74,1.71,3.19,12.01,13.92,18.28,20.06,24.55,26.21,20.82,21.98,21.30,22.55,41.16,41.97,58.14,58.83,47.63,47.65,56.85,55.42,76.08,74.12,68.59,67.39,66.67,65.83,59.84,61.64,56.52,56.94,55.84,57.20,52.33,53.16,47.84,50.26,50.28,52.97,57.06,61.87,55.18,61.91,69.56,72.20,50.98,52.91,46.13,47.35,35.63,33.65,34.92,33.29,34.42,33.09,33.73,32.33,32.63,31.37,31.52,30.12,29.50,28.41
29,1621,81.96,82.98,-0.85,0.37,10.87,12.93,17.55,19.38,24.23,25.83,21.13,22.66,23.96,25.92,44.36,45.45,53.64,54.65,46.92,46.63,62.41,61.28,71.35,69.51,62.60,61.26,63.18,63.02,65.73,66.75,70.41,71.87,78.98,80.16,74.39,75.19,70.10,72.14,62.64,65.52,52.87,57.02,56.16,62.93,61.83,64.46,57.17,59.46,45.23,46.24,35.36,33.12,34.65,33.19,34.49,33.05,33.64,32.68,32.81,31.37,31.51,30.11,29.88,28.44
30,1622,79.94,80.09,2.13,4.29,12.52,14.56,18.92,20.56,25.32,26.56,21.67,22.34,29.16,30.74,42.98,43.93,56.64,57.49,53.17,52.65,61.88,60.77,74.29,72.27,69.65,68.33,71.96,71.21,66.20,67.16,69.08,70.61,72.57,73.91,67.90,68.66,67.36,69.60,54.72,57.49,47.77,52.41,55.59,62.17,60.73,63.29,52.16,54.21,41.29,41.83,34.76,33.21,34.68,33.57,34.20,32.93,33.66,32.48,32.66,31.22,31.36,30.33,29.54,28.46
