No.,Sec.,ALL-L,ALL-R,25-L,25-R,31.5-L,31.5-R,40-L,40-R,50-L,50-R,63-L,63-R,80-L,80-R,100-L,100-R,125-L,125-R,160-L,160-R,200-L,200-R,250-L,250-R,315-L,315-R,400-L,400-R,500-L,500-R,630-L,630-R,800-L,800-R,1k-L,1k-R,1.25k-L,1.25k-R,1.6k-L,1.6k-R,2k-L,2k-R,2.5k-L,2.5k-R,3.15k-L,3.15k-R,4k-L,4k-R,5k-L,5k-R,6.3k-L,6.3k-R,8k-L,8k-R,10k-L,10k-R,12.5k-L,12.5k-R,16k-L,16k-R,20k-L,20k-R,25k-L,25k-R
11,641,45.12,44.30,-3.68,-3.50,14.72,17.10,21.27,23.14,27.81,29.18,23.38,24.03,13.04,13.82,24.84,17.97,15.06,15.48,17.63,18.73,20.37,23.77,22.40,21.39,23.63,25.51,22.64,20.72,23.27,22.38,25.52,25.42,26.13,25.38,29.36,28.14,29.17,28.59,30.33,29.41,30.97,29.76,31.94,30.80,32.90,31.87,36.50,36.58,34.94,34.12,34.63,33.21,34.42,33.29,34.29,32.96,33.80,32.47,32.77,31.36,31.47,30.20,29.79,28.74
12,642,48.70,49.26,-2.92,-0.93,13.54,14.61,20.20,21.07,26.86,27.54,22.38,22.76,12.20,14.61,23.26,20.11,15.22,14.07,16.17,17.44,21.41,25.13,23.03,22.76,24.01,26.97,23.96,20.77,23.36,23.36,24.81,25.10,27.06,25.20,28.48,26.03,29.28,27.64,29.68,29.22,31.87,30.26,32.18,30.69,32.84,32.49,44.80,46.43,41.83,42.57,36.79,35.03,36.14,35.10,35.00,33.77,33.86,32.27,32.61,31.48,31.63,30.15,29.42,29.10
13,643,44.75,43.70,0.31,2.48,12.81,13.90,19.44,20.26,26.06,26.61,21.92,22.37,10.63,10.80,23.73,16.97,14.96,13.87,18.23,18.11,21.53,24.99,22.97,23.15,23.80,26.53,21.96,20.34,23.26,21.99,25.94,23.59,26.06,24.91,27.62,26.43,28.44,27.41,29.85,27.82,30.65,29.81,31.75,30.60,32.54,31.96,34.79,34.05,34.55,33.61,34.61,33.03,34.74,33.41,34.42,33.06,33.59,32.39,32.87,31.36,31.40,30.21,29.43,29.37
14,644,44.67,43.71,-2.70,-1.09,12.52,13.84,18.89,19.98,25.26,26.11,20.69,21.45,11.59,14.41,23.73,18.77,16.25,15.88,16.84,17.68,20.26,25.48,22.56,21.50,22.82,26.56,23.92,22.47,23.96,23.00,25.75,24.50,26.83,27.05,28.26,26.90,28.67,27.26,30.33,28.87,31.30,30.11,32.15,31.81,32.75,32.09,33.85,33.13,34.21,32.92,34.29,33.26,34.64,32.96,34.16,33.20,33.76,32.37,32.82,31.35,31.48,30.15,29.40,29.09
15,645,44.85,43.81,-1.06,0.39,12.49,12.94,18.83,19.22,25.18,25.50,20.91,21.07,10.88,11.99,23.53,17.89,14.50,12.72,17.08,18.25,22.38,26.11,22.46,22.06,22.93,26.07,22.94,20.52,24.20,22.67,24.81,25.36,26.29,26.08,28.11,28.26,29.73,28.84,30.28,28.24,30.47,29.89,32.28,31.21,33.43,32.35,34.85,33.64,34.70,33.72,34.66,33.13,34.54,33.27,34.05,33.07,33.82,32.33,32.77,31.14,31.56,30.28,29.40,28.84
16,646,48.22,48.27,-0.27,2.56,12.97,14.62,19.16,20.37,25.36,26.12,20.93,21.19,12.26,13.06,23.97,18.08,15.80,15.23,16.09,17.44,20.42,23.75,22.50,22.42,22.41,25.83,24.22,21.34,24.40,23.21,25.10,24.41,27.04,26.21,28.08,28.31,29.24,28.72,30.26,29.78,30.73,30.53,31.35,31.72,33.42,33.31,44.59,45.23,39.96,40.40,35.80,34.05,36.73,35.66,34.69,33.74,33.96,32.30,32.75,31.18,31.37,30.02,29.43,28.89
17,647,46.76,46.88,-1.10,1.99,13.31,15.05,19.86,21.09,26.42,27.12,22.29,22.59,10.34,13.85,24.23,18.28,15.94,13.22,17.66,19.52,21.79,25.35,22.05,21.75,23.54,26.54,22.22,21.42,23.88,22.35,24.86,24.97,26.38,26.78,29.04,28.40,29.55,27.68,30.09,29.00,30.34,29.55,31.59,31.27,32.96,32.10,41.72,43.11,38.47,38.84,35.33,33.81,35.23,34.22,34.43,33.20,33.80,32.42,32.62,31.36,31.56,30.05,29.37,29.27
18,648,44.78,43.72,-1.64,-0.49,14.03,14.91,20.64,21.29,27.26,27.67,23.13,23.23,11.95,12.66,23.46,17.99,16.24,14.85,16.22,17.41,20.33,24.55,20.68,22.69,22.58,25.75,22.49,21.20,24.08,22.34,24.36,25.45,26.93,26.90,27.06,26.59,28.69,28.04,30.05,29.12,30.75,29.56,32.13,30.56,33.13,31.62,34.83,33.85,34.36,33.27,34.65,33.19,34.69,33.24,34.26,32.77,33.52,32.38,32.71,31.37,31.48,30.15,29.42,28.85
19,649,44.77,43.73,-1.67,0.76,14.46,14.91,21.04,21.37,27.63,27.82,23.43,23.63,12.46,13.58,23.56,18.58,16.55,16.00,18.08,19.22,21.92,24.98,22.69,22.17,23.31,26.27,23.33,20.92,23.60,22.74,25.77,24.10,26.23,26.31,27.79,26.14,29.59,27.21,30.21,28.99,31.05,30.13,32.03,31.95,32.99,32.34,34.26,32.53,34.16,33.21,34.28,33.18,34.65,33.43,34.17,32.90,33.80,32.30,32.83,31.36,31.35,30.11,29.34,28.81
20,650,44.95,43.79,-1.94,-1.29,14.75,14.88,21.48,21.54,28.20,28.21,24.14,24.28,11.87,14.12,23.38,19.70,15.70,15.60,16.72,17.85,20.33,25.41,21.27,23.23,23.30,26.17,22.94,21.83,23.96,22.78,24.62,24.20,28.05,26.47,27.97,27.68,29.12,28.05,30.05,28.74,31.29,29.32,31.94,30.90,32.75,32.14,35.16,33.52,34.53,33.30,34.51,33.17,34.72,33.24,34.42,32.95,33.78,32.33,32.91,31.18,31.61,30.30,29.40,28.84
21,651,48.06,48.56,-4.64,-2.82,13.78,14.86,20.53,21.33,27.29,27.79,23.13,23.54,10.94,12.93,22.07,20.10,15.05,16.27,16.13,17.98,21.10,24.81,22.98,23.04,22.70,25.83,23.29,21.88,23.63,23.16,24.38,25.19,26.45,26.10,28.85,26.55,29.51,28.37,30.07,29.10,30.76,29.69,31.59,31.22,33.43,32.55,44.85,46.31,38.13,38.60,35.40,33.84,36.04,35.12,34.67,33.59,33.82,32.19,32.76,31.38,31.46,30.15,29.56,29.17
22,652,46.08,45.85,-1.90,-0.55,13.89,15.18,20.49,21.62,27.09,28.07,22.78,23.41,12.43,12.70,23.57,19.02,16.27,16.37,18.19,19.47,20.95,25.69,22.07,22.66,23.38,26.14,21.96,19.42,23.37,21.23,24.89,24.72,26.11,25.75,28.03,27.56,29.26,28.12,29.83,28.57,31.00,29.77,32.10,30.79,32.56,31.59,39.94,41.03,37.61,37.87,35.16,33.33,35.14,33.74,34.16,33.14,33.83,32.52,32.62,31.32,31.25,30.06,29.58,29.00
23,653,44.81,43.57,-2.97,-1.21,13.02,13.80,19.45,20.09,25.89,26.39,21.88,22.05,11.39,11.30,23.09,17.34,16.02,14.80,18.39,17.55,20.54,24.46,23.09,22.72,22.95,25.55,24.06,19.77,24.86,22.31,25.36,25.08,26.83,25.66,27.87,27.80,28.99,28.23,30.46,28.66,31.42,29.77,31.71,30.57,32.95,31.40,34.47,32.95,34.54,33.37,34.57,33.16,34.43,33.15,34.30,33.02,33.96,32.21,32.80,31.42,31.52,30.27,29.39,29.08
24,654,45.56,44.91,0.11,1.71,12.20,13.17,18.53,19.34,24.87,25.51,20.46,20.80,11.67,13.34,23.69,19.52,15.79,15.91,18.22,18.94,21.52,25.16,20.58,21.49,23.68,26.89,26.26,25.48,26.62,26.27,26.58,28.03,28.70,28.38,28.97,27.86,29.22,28.88,30.41,30.06,30.53,30.16,32.26,31.72,33.25,32.63,37.64,37.05,36.52,36.75,34.87,33.31,34.69,33.21,34.09,33.08,33.90,32.27,32.88,31.25,31.52,30.15,29.46,29.02
25,655,44.76,43.60,-4.56,-2.45,13.49,15.57,19.75,21.47,26.00,27.38,21.43,22.12,11.77,11.82,23.99,18.21,14.85,15.54,17.02,19.15,20.07,24.49,22.09,22.49,22.46,26.28,23.17,21.05,23.29,22.78,27.21,24.21,26.98,26.69,29.72,27.88,29.78,27.62,29.86,29.25,30.90,29.01,31.36,30.60,32.81,32.11,34.34,32.99,34.50,33.18,34.43,33.01,34.69,32.94,33.97,33.05,33.64,32.30,32.86,31.20,31.47,30.04,29.66,28.91
26,656,52.86,54.73,-2.70,-1.45,14.36,15.52,20.77,21.78,27.18,28.04,22.92,23.62,11.02,13.98,23.74,17.70,14.77,13.91,15.75,20.16,19.56,24.61,22.74,21.80,22.95,26.47,23.84,21.03,23.27,22.21,24.68,24.49,26.02,25.23,27.95,27.27,28.81,28.39,29.55,28.79,31.14,29.70,31.70,31.31,33.48,32.83,51.98,54.24,38.58,38.91,35.51,33.86,36.36,34.94,34.86,33.56,33.65,32.47,32.85,31.29,31.51,30.22,29.37,29.02
27,657,45.44,44.90,-4.13,-2.69,14.58,15.34,21.10,21.69,27.62,28.05,23.04,23.47,12.07,12.94,23.78,20.63,15.06,15.50,16.96,18.59,19.73,24.15,21.11,21.06,22.06,26.08,22.68,22.46,23.81,22.85,24.59,25.31,26.52,25.64,27.36,26.88,28.71,27.39,29.99,28.20,31.17,29.64,32.05,31.23,32.99,31.64,37.79,38.85,36.11,36.08,34.77,33.40,35.03,33.06,34.28,33.16,33.95,32.20,32.67,31.33,31.56,30.21,29.32,29.03
28,658,44.75,43.68,-3.30,-1.76,15.54,16.26,22.25,22.82,28.95,29.38,24.41,24.74,10.00,13.22,22.32,19.13,14.76,15.77,15.78,19.03,20.81,23.89,22.59,21.80,22.99,26.61,22.75,21.05,23.95,22.31,23.81,24.03,26.41,25.84,28.47,27.57,28.78,26.99,29.88,28.98,31.00,29.26,31.90,30.39,33.25,32.00,33.93,33.32,34.55,33.33,34.39,33.06,34.31,33.03,34.16,32.93,33.74,32.32,32.87,31.30,31.53,30.00,29.38,28.73
29,659,45.35,44.74,-2.27,0.60,15.19,16.45,21.56,22.50,27.93,28.55,23.55,23.81,11.72,13.35,23.06,19.43,15.89,18.09,17.22,17.75,20.93,24.80,21.93,22.77,23.92,25.83,24.93,23.52,25.58,24.88,26.84,26.17,28.40,28.41,29.77,29.55,29.59,28.83,30.45,29.65,30.94,30.20,32.09,31.39,32.56,32.28,37.00,36.59,35.88,36.11,34.49,33.34,34.24,33.18,34.21,32.82,33.78,32.34,32.78,31.36,31.40,30.15,29.61,29.21
30,660,45.01,44.19,-0.86,1.10,14.10,14.42,20.73,20.89,27.36,27.36,23.26,23.12,10.11,14.64,23.40,18.73,15.46,15.40,16.11,19.11,21.18,25.39,22.08,21.57,23.29,27.16,23.43,21.44,24.18,22.09,26.15,26.78,27.81,27.54,31.95,31.58,31.42,31.09,31.64,32.20,31.08,29.95,31.89,30.69,32.96,31.77,33.82,33.09,34.38,33.39,34.50,33.30,34.50,33.20,34.13,32.95,33.81,32.36,32.70,31.41,31.45,29.98,29.28,29.09
